Speed_Over_Ground_knots,Engine_Power_kW,Distance_Traveled_nm,Draft_meters,Cargo_Weight_tons,Operational_Cost_USD,Revenue_per_Voyage_USD,Turnaround_Time_hours,Efficiency_nm_per_kWh,Seasonal_Impact_Score,Weekly_Voyage_Count,Average_Load_Percentage,Ship_Type,Route_Type,Engine_Type,Maintenance_Status,Weather_Condition,Cluster
10.387579878856574,1796.0574150718112,1060.4863823118408,14.653082829717809,162.39471156248413,483388.0005087935,883765.7873601974,63.24819630913777,0.2903613527548067,0.8856477740728638,6.0,93.89537229627484,Fish Carrier,Short-haul,Steam Turbine,Good,Rough,0.0
20.74974664420201,1648.5566845480694,658.8741441343343,7.1992613426501695,178.0409166047114,448543.4040437852,394018.7469035761,49.41815004961628,0.4995945235825497,1.405813168988433,9.0,96.21824442784798,Container Ship,Long-haul,Diesel,Fair,Moderate,0.0
21.055102014905927,915.2617948896436,1126.822519111847,11.789062538755967,1737.3853461118108,261349.60544928096,87551.37517514905,22.40910958000451,0.7029057082621761,1.3707042784314087,1.0,66.19369844935224,Bulk Carrier,Transoceanic,Steam Turbine,Fair,Moderate,0.0
13.742776795817988,1089.7218028286502,1445.281158929249,9.727833317955527,260.5951033466188,287718.3751603411,676121.4596321962,64.158231375658,1.3313430927501364,0.5833833523053908,8.0,80.00858071797757,Fish Carrier,Transoceanic,Diesel,Fair,Moderate,0.0
18.616195611741468,2171.646567430521,723.304214719695,14.916319562331653,1912.5097510947455,184569.0453837265,776698.3548489392,47.47615464955122,1.3702060086697532,1.43772500490441,7.0,53.17489765880255,Fish Carrier,Long-haul,Heavy Fuel Oil (HFO),Fair,Rough,0.0
20.43311857278614,2505.0435086214798,270.1185880112646,8.45526416996712,1191.4364124422495,434449.263514218,739431.825389734,29.04041966725096,1.1203894034356978,0.602931648375234,3.0,58.50863526954516,Fish Carrier,Transoceanic,Heavy Fuel Oil (HFO),Critical,Rough,0.0
23.498047769495663,814.8064524429055,1717.3284132746649,9.28377990192107,318.4492646065337,348380.6082315945,462211.4021990334,52.478600390420524,0.6959745851638408,1.4086633833128088,6.0,94.5919723118904,Container Ship,Short-haul,Diesel,Critical,Moderate,0.0
23.227100512168303,2685.401653729051,1588.7922821452748,11.721261230899009,1843.438252438659,149790.20929058615,615230.8574911597,63.74276094580035,0.440676184115645,1.435568716419472,2.0,79.45133017707369,Container Ship,Long-haul,Diesel,Fair,Calm,0.0
11.635109413982672,2522.6971944758825,1224.8462670054182,10.900540317805943,1130.6046299405932,299189.32994697354,749334.9142324735,47.66533057260437,0.4378355481762697,1.1052601927334038,9.0,70.50444755684205,Fish Carrier,Short-haul,Steam Turbine,Fair,Moderate,0.0
18.25357726090888,2129.517895118907,1311.9785765792312,11.955647933599462,441.2599689370488,481866.26163337374,738063.1712996331,48.185665925099805,1.227064209189107,0.9414481358752887,4.0,65.98470405960155,Tanker,Transoceanic,Diesel,Good,Rough,0.0
10.225342431762162,1599.126107139571,1499.723611287863,11.136576091888754,389.1543981454012,481846.65743541706,738287.2821909467,65.53219505310201,0.5751512085062263,0.5399906705716958,3.0,84.0878022754275,Container Ship,Short-haul,Steam Turbine,Good,Moderate,
12.50124251034738,2780.449639953995,1474.0718848591584,7.620740183758255,1109.8026614871585,47653.102980939286,288285.6492096241,25.196565309015785,1.3537688192309372,1.041852381960147,7.0,87.95404370429772,Bulk Carrier,Long-haul,Heavy Fuel Oil (HFO),Good,Rough,0.0
11.7187831853496,1994.025089845864,1320.4578363183314,12.145870220692688,771.04992199312,405463.9219621573,511613.24484996905,47.47917285181509,1.2890123367104078,0.9904886448010956,7.0,68.06759183939356,Tanker,Long-haul,Diesel,Good,Calm,0.0
20.737837510524542,2525.6728965520856,1813.9455678401207,10.943832419746522,1552.2249896637222,270793.6804208148,475171.911477295,38.77708075122482,1.3348229164946168,0.6875318217717346,2.0,80.72855677860451,Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Critical,Rough,0.0
14.67203769376255,1930.3789825465078,884.7901020683291,5.294924563405826,409.2572678020376,256979.61044635315,870358.091615444,54.10294401668294,0.5674501548079114,1.2667652513760137,4.0,98.24495318861317,Tanker,Long-haul,Diesel,Good,Moderate,0.0
23.76428684807006,1771.7694846572035,1061.9329732820652,8.521647318256907,1694.16954822707,118688.61975278996,285852.40971497423,40.86698166452457,0.836630046183497,0.7855436790710575,3.0,94.856796747489,Fish Carrier,Coastal,Diesel,Critical,Calm,0.0
22.638799951120934,1504.1158525177732,1146.9156239443953,12.558873185732706,699.9804455373177,415284.9170108217,456418.026487429,22.38503706293397,0.4639345823207674,0.8491694637845948,6.0,59.89197595786872,Bulk Carrier,Long-haul,Diesel,Good,Calm,0.0
15.228347294001411,1283.142455932898,713.2055517006775,10.9115862251665,1690.483054504694,471255.4255418056,880435.929927906,25.686899113562063,0.1772359812087151,0.6380190534450034,3.0,68.65401765777871,Container Ship,Coastal,Heavy Fuel Oil (HFO),Good,Moderate,0.0
17.671558339628614,1845.7646990163998,1708.7953545611638,10.508273142267493,1883.3325722836776,275322.8204725425,137635.11596444342,22.346126949976664,0.8859487646210829,0.5180184588451767,4.0,57.93752487850002,Container Ship,Long-haul,Heavy Fuel Oil (HFO),Good,Rough,0.0
14.06854894212048,2658.6561637000696,1799.7964049421576,12.081070275860403,1568.5283227722846,355591.14611143817,834101.7425863257,37.122409460240334,1.2979992845015407,1.362142281977651,5.0,76.57843893417791,Fish Carrier,Coastal,Diesel,Fair,Moderate,0.0
18.00364740792694,1643.936540171056,177.1664322201235,9.28847347159594,1961.250770340648,396658.3332033629,445673.6192247841,48.21087700656727,0.5424507689667319,1.283882453876124,6.0,91.23208269719964,Bulk Carrier,Short-haul,Steam Turbine,Fair,Moderate,0.0
11.024443984090947,2957.614133112831,801.8643544981202,13.64420402596233,730.8652747669533,221816.83237758948,990098.8021058681,46.393277138036325,0.9976806180775862,1.1982718306809828,1.0,65.92701637448815,Fish Carrier,Transoceanic,Diesel,Fair,Calm,0.0
15.962042289818918,540.9402194788022,1376.4202801025865,14.675854222090978,687.1986673470615,470099.7471868531,744680.5994411045,32.983689365518934,0.7923263460647774,0.9306708824720548,5.0,72.22674119810888,Fish Carrier,Long-haul,Steam Turbine,Good,Moderate,
21.42788382410542,2027.885437433521,1694.344122552683,11.765944514990675,1348.630861614327,280960.70862947666,996686.2211812147,18.50231358940087,0.1558377091970134,0.8885338735802812,9.0,68.68472666270353,Fish Carrier,Long-haul,Heavy Fuel Oil (HFO),Good,Calm,0.0
14.488952818191624,1541.616005263132,1602.7553991582415,10.24917618671872,964.4625761612426,297388.47912833607,929996.6107665148,19.25449986067644,0.1605028377125685,1.3074078827731563,3.0,84.89926921230585,Tanker,Transoceanic,Steam Turbine,Good,Rough,0.0
23.290970576859745,520.0792590935791,1532.275223689815,11.462348530586736,1707.6476283842103,33681.75559440062,896032.7120061885,55.78625993887207,0.807247048384588,0.764879043748765,2.0,53.95163244742362,Tanker,Short-haul,Heavy Fuel Oil (HFO),Critical,Calm,
10.1986619735919,504.48111437838514,378.28538014518256,12.145465295325351,1312.8686577819658,308742.10699799785,311763.55522675614,65.34143607338488,1.0295765776732455,0.5417226183656665,1.0,66.40030951470499,Container Ship,Coastal,Heavy Fuel Oil (HFO),Fair,Calm,
23.036820458752292,1228.1038827325592,150.19837427332678,7.434287287370802,247.27954332971444,348531.2487957669,708213.4963913569,43.668110885140194,0.5394853971773279,0.9385601023398592,2.0,58.44663825982487,Container Ship,Transoceanic,Steam Turbine,Fair,Moderate,0.0
13.0400710943843,2012.887747027562,1057.3337152681795,13.378385519981888,1318.9004745901898,240552.9265188404,849331.5310694589,70.69869142580444,0.2789038803555007,1.1222097350174196,2.0,59.81211487019982,Fish Carrier,Coastal,Heavy Fuel Oil (HFO),Fair,Moderate,0.0
18.26540637230576,1223.1645641678065,1592.742828050205,6.831528742284072,1806.104251258819,133451.0642440506,605876.2128431511,39.86225627328852,0.9281846847913121,0.9936935959233592,5.0,94.98060506369774,Tanker,Long-haul,Diesel,Fair,Calm,0.0
24.27463876207628,2041.3466174787836,1487.3717181500615,5.5710686082283045,1182.9301624598884,282347.7956042516,432936.0064854517,22.31643562698468,0.2258597923103556,1.160802602835008,8.0,60.96543626214193,Fish Carrier,Short-haul,Steam Turbine,Good,Moderate,0.0
22.89761307150617,2450.57930754869,1229.5661034203802,6.420262480492254,166.63560165312433,126959.53245063649,891748.2592050214,68.57626567581212,0.48098131258120286,1.0423444752426878,7.0,98.8772320650066,Container Ship,Short-haul,Heavy Fuel Oil (HFO),Fair,Moderate,0.0
19.419071552067702,709.2839931663913,524.8495811117816,7.788782500287694,1501.248041092048,311525.59705246735,700534.0614604736,31.819395902515062,0.9557161015324345,1.4714393223623028,1.0,55.57671220543142,Fish Carrier,Short-haul,Diesel,Fair,Calm,0.0
21.61731105917084,2065.651623283483,1940.0107153660333,9.754800101390284,542.5147474980067,278975.1088938729,478765.1000824457,65.65074372983838,0.2399548217110294,0.6918095424966398,1.0,78.843438720819,Bulk Carrier,Short-haul,Diesel,Critical,Rough,0.0
16.010102651309822,2523.3901794222284,491.2599220326869,13.89045565029932,1992.2987448201511,492122.2406321598,884546.0509469566,60.457976882246484,0.8323251379262009,1.4351039129132772,4.0,96.16116598517448,Container Ship,Transoceanic,Diesel,Good,Rough,0.0
12.794516281245894,655.5854160566158,993.3883810505162,5.985634445703677,208.4259913324196,441678.9643216334,449403.7439150936,65.42804403418876,1.123999930728779,1.2279629601132362,4.0,98.37501303849577,Bulk Carrier,Transoceanic,Diesel,Critical,Moderate,0.0
19.8368383660978,1630.234356492313,343.49012819542287,14.92160147287941,820.7754313190356,215873.54770714545,290499.5966642239,13.700478484751072,1.252541685404458,0.8576183302481588,9.0,88.38355632147423,Bulk Carrier,Short-haul,Steam Turbine,Good,Moderate,0.0
22.634369840776596,2212.7051510865867,732.294019581178,6.111994007894344,1740.389222780503,253120.4290975871,188031.6093526313,71.93544219020802,0.8708181650013951,0.7288844051439362,4.0,99.74353433540152,Tanker,Short-haul,Steam Turbine,Good,Moderate,
12.285045197793831,1398.2083926579012,317.9834225784308,5.45086237674045,155.8509197209983,145272.3986029577,520331.34172235074,47.48908068821058,0.41867720614966253,0.7498747005473518,4.0,61.159535576679055,Bulk Carrier,Coastal,Steam Turbine,Fair,Rough,0.0
22.805706393896838,1238.720947857131,1635.0656045202695,5.789772445205992,351.70209832617394,390326.4966270995,886689.1667300587,37.93627311406619,1.48169347390159,1.051969438011913,9.0,54.92611561978125,Bulk Carrier,Long-haul,Steam Turbine,Good,Calm,0.0
20.304865589125072,1763.0069130238526,1794.33911979125,7.291651081001536,791.6908955425956,132032.42320286285,676262.648245002,35.7396343803628,1.1268207787302496,0.8378922794538017,7.0,75.89173892863428,Container Ship,Coastal,Steam Turbine,Good,Calm,0.0
13.622021384557366,1796.7441655277348,948.2401961078132,6.335935842471926,1091.4532867334128,59734.95343300944,435887.68470074283,53.021884187998886,0.9084490874217044,0.9866546795123686,6.0,75.89203514044692,Tanker,Short-haul,Heavy Fuel Oil (HFO),Fair,Rough,0.0
14.861323664408058,709.3117382798814,1598.036965561994,6.734772036698128,540.2513224560494,141425.49983130553,807517.0860367831,58.032128673865344,0.565860643498876,1.3506550450933636,8.0,74.16804420299388,Fish Carrier,Short-haul,Diesel,Fair,Moderate,0.0
23.090767942374427,907.9932403255552,329.76633644047195,5.830493460464794,1242.5905316920268,477292.6442000416,664940.1538508545,54.517913385427015,0.1117468613956423,1.141543080113795,7.0,52.29644387246771,Bulk Carrier,Short-haul,Diesel,Fair,Calm,0.0
16.881098558364002,2386.472511435783,281.7302311862889,13.559434277073327,366.8341937043821,421598.701852644,812525.1088385165,37.33504047215909,1.156409418007353,1.0692660854358451,9.0,60.407250654000464,Bulk Carrier,Coastal,Diesel,Critical,Moderate,0.0
22.97615308671953,2607.6572120051123,185.5822183086269,14.424414368372208,84.22638331964512,314472.3287195554,813657.002379018,58.59998615401543,0.7059234001184281,0.71091478261309,5.0,85.97582105842528,Fish Carrier,Transoceanic,Steam Turbine,Good,Moderate,0.0
12.627770382724258,2310.3486768186617,714.5284147135812,14.77173390331976,323.8434230651452,70781.89666710667,416678.5733688634,41.18334875448186,0.6029091283438426,0.8336730550980134,6.0,82.5169134603304,Fish Carrier,Transoceanic,Diesel,Good,Moderate,0.0
16.206117896637338,1694.9922066243923,1126.3954654535696,6.091261954406149,1104.2089079974455,42536.2096798976,901048.7090183262,12.68627848361711,0.8326669349274286,0.5999584063391921,1.0,57.369825061645976,Container Ship,Transoceanic,Steam Turbine,Critical,Calm,0.0
21.720764117435323,1087.723073124722,1504.2612279541345,9.384914884165608,579.59935283306,325352.1572928887,581986.8867761097,34.62721135570855,0.8089529206236918,0.7741473777757449,6.0,96.7826551470844,Fish Carrier,Transoceanic,Heavy Fuel Oil (HFO),Fair,Moderate,0.0
14.233242863189652,2871.340278620325,1864.200682751504,9.864785315803427,1903.3162809570083,390041.2377104892,636618.7296103676,13.107210333635129,0.5967809605265433,1.0709985992033924,4.0,71.69509886204665,Fish Carrier,Transoceanic,Heavy Fuel Oil (HFO),Fair,Rough,0.0
13.033223650277815,1880.767737292074,1782.560482786421,11.971982631358529,641.9897553753472,62561.43176462139,181768.17750350572,23.78391743909741,1.315580862468704,0.9269361620431475,1.0,56.07657883813523,Container Ship,Coastal,Heavy Fuel Oil (HFO),Good,Moderate,0.0
13.626297314052406,2171.913058121837,1884.7845770502424,8.037292711452373,1022.99260507648,150803.17749872396,400380.4691638268,18.602557063346776,0.2705972865864879,0.5060023694223946,6.0,50.9252166006388,Container Ship,Coastal,Steam Turbine,Fair,Moderate,0.0
24.11177505190057,2085.079555192812,1534.4597905630335,14.296863828594203,1164.1045891292963,227391.7424275743,418596.2424455504,61.7823784879236,0.949127918854366,0.7518773845393915,6.0,79.37185036582353,Fish Carrier,Long-haul,Steam Turbine,Good,Calm,0.0
18.79723204322154,2522.0871608682473,1396.1669797280852,9.850448935002984,236.66647445370285,170901.0012795492,429385.2873620698,42.526320018459,0.6684052261159563,1.007638538070721,1.0,68.53854455032652,Container Ship,Coastal,Diesel,Fair,Rough,0.0
10.33086383919382,762.0544842316474,738.3471238101585,11.900299894742142,87.83179237762147,362368.2613241501,378330.2102679524,25.79323202816803,1.1792791012628716,0.7085111143400334,6.0,98.3064034881168,Container Ship,Short-haul,Heavy Fuel Oil (HFO),Good,Moderate,0.0
15.53457033457843,2489.8838382742324,1553.6364902099174,8.770965278987156,842.369994729634,407620.9588975847,864534.0455912978,33.30665331858125,0.465448780553699,1.0964550023554829,1.0,93.07422294012925,Bulk Carrier,Coastal,Diesel,Critical,Moderate,0.0
